"Id";"Offset";"Word_Id";"Letter_Id"
5714;0;5398;8
5715;1;5398;13
5716;2;5398;5
5717;0;5399;10
5718;1;5399;13
5719;2;5399;26
5720;0;5400;4
5721;1;5400;5
5722;2;5400;6
5723;0;5401;10
5724;1;5401;17
5725;2;5401;14
5726;0;5402;5
5727;1;5402;8
5728;2;5402;12
5729;0;5403;19
5730;1;5403;4
5731;2;5403;28
5732;0;5404;10
5733;1;5404;17
5734;2;5404;24
5735;0;5405;19
5736;1;5405;4
5737;2;5405;3
5738;0;5406;13
5739;1;5406;25
5740;2;5406;3
5741;0;5407;19
5742;1;5407;4
5743;2;5407;9
5744;0;5408;19
5745;1;5408;4
5746;2;5408;12
5747;0;5409;19
5748;1;5409;4
5749;2;5409;14
5750;0;5410;5
5751;1;5410;9
5752;2;5410;3
5753;0;5411;17
5754;1;5411;28
5755;2;5411;13
5756;0;5412;17
5757;1;5412;28
5758;2;5412;18
5759;0;5413;8
5760;1;5413;14
5761;2;5413;13
5762;0;5414;4
5763;1;5414;6
5764;2;5414;13
5765;0;5415;21
5766;1;5415;8
5767;2;5415;28
5768;0;5416;4
5769;1;5416;6
5770;2;5416;14
5771;0;5417;17
5772;1;5417;28
5773;2;5417;1
5774;0;5418;21
5775;1;5418;8
5776;2;5418;4
5777;0;5419;17
5778;1;5419;28
5779;2;5419;3
5780;0;5420;21
5781;1;5420;8
5782;2;5420;3
5783;0;5421;21
5784;1;5421;8
5785;2;5421;6
5786;0;5422;4
5787;1;5422;6
5788;2;5422;20
5789;0;5423;20
5790;1;5423;7
5791;2;5423;5
5792;0;5424;10
5793;1;5424;27
5794;2;5424;1
5795;0;5426;17
5796;1;5426;28
5797;2;5426;6
5798;0;5427;10
5799;1;5427;27
5800;2;5427;3
5801;0;5428;21
5802;1;5428;8
5803;2;5428;11
5804;0;5429;17
5805;1;5429;28
5806;2;5429;10
5807;0;5430;21
5808;1;5430;8
5809;2;5430;13
5810;0;5431;4
5811;1;5431;8
5812;2;5431;28
5813;0;5432;17
5814;1;5432;28
5815;2;5432;11
5816;0;5433;19
5817;1;5433;4
5818;2;5433;13
5819;0;5434;21
5820;1;5434;8
5821;2;5434;18
5822;0;5435;10
5823;1;5435;27
5824;2;5435;11
5825;0;5436;10
5826;1;5436;27
5827;2;5436;13
5828;0;5437;17
5829;1;5437;28
5830;2;5437;15
5831;0;5438;17
5832;1;5438;28
5833;2;5438;19
5834;0;5439;19
5835;1;5439;4
5836;2;5439;17
5837;0;5440;20
5838;1;5440;7
5839;2;5440;19
5840;0;5441;10
5841;1;5441;27
5842;2;5441;18
5843;0;5442;10
5844;1;5442;27
5845;2;5442;17
5846;0;5444;4
5847;1;5444;8
5848;2;5444;10
5849;0;5445;17
5850;1;5445;28
5851;2;5445;21
5852;0;5446;6
5853;1;5446;11
5854;2;5446;14
5855;0;5447;17
5856;1;5447;26
5857;2;5447;1
5858;0;5448;17
5859;1;5448;26
5860;2;5448;3
5861;0;5449;27
5862;1;5449;9
5863;2;5449;4
5864;0;5450;18
5865;1;5450;4
5866;2;5450;10
5867;0;5451;10
5868;1;5451;20
5869;2;5451;4
5870;0;5452;12
5871;1;5452;24
5872;2;5452;6
5873;0;5453;17
5874;1;5453;26
5875;2;5453;18
5876;0;5454;10
5877;1;5454;20
5878;2;5454;11
5879;0;5455;17
5880;1;5455;26
5881;2;5455;21
5882;0;5456;10
5883;1;5456;20
5884;2;5456;13
5885;0;5457;10
5886;1;5457;20
5887;2;5457;15
5888;0;5458;10
5889;1;5458;20
5890;2;5458;17
5891;0;5459;28
5892;1;5459;4
5893;2;5459;13
5894;0;5460;4
5895;1;5460;8
5896;2;5460;18
5897;0;5461;28
5898;1;5461;4
5899;2;5461;17
5900;0;5462;11
5901;1;5462;24
5902;2;5462;3
5903;0;5463;6
5904;1;5463;14
5905;2;5463;28
5906;0;5464;4
5907;1;5464;9
5908;2;5464;28
5909;0;5465;10
5910;1;5465;17
5911;2;5465;26
5912;0;5466;28
5913;1;5466;6
5914;2;5466;4
5915;0;5467;28
5916;1;5467;1
5917;2;5467;4
5918;0;5468;19
5919;1;5468;7
5920;2;5468;24
5921;0;5469;3
5922;1;5469;8
5923;2;5469;13
5924;0;5470;19
5925;1;5470;8
5926;2;5470;28
5927;0;5471;6
5928;1;5471;13
5929;2;5471;20
5930;0;5472;6
5931;1;5472;13
5932;2;5472;24
5933;0;5473;19
5934;1;5473;7
5935;2;5473;4
5936;0;5474;19
5937;1;5474;7
5938;2;5474;8
5939;0;5475;19
5940;1;5475;8
5941;2;5475;12
5942;0;5476;15
5943;1;5476;28
5944;2;5476;11
5945;0;5477;7
5946;1;5477;15
5947;2;5477;28
5948;0;5478;6
5949;1;5478;14
5950;2;5478;3
5951;0;5479;15
5952;1;5479;28
5953;2;5479;12
5954;0;5480;15
5955;1;5480;28
5956;2;5480;13
5957;0;5481;4
5958;1;5481;11
5959;2;5481;8
5960;0;5482;15
5961;1;5482;28
5962;2;5482;20
5963;0;5483;6
5964;1;5483;14
5965;2;5483;10
5966;0;5484;15
5967;1;5484;28
5968;2;5484;22
5969;0;5485;6
5970;1;5485;14
5971;2;5485;12
5972;0;5486;15
5973;1;5486;28
5974;2;5486;21
5975;0;5487;4
5976;1;5487;11
5977;2;5487;14
5978;0;5488;19
5979;1;5488;8
5980;2;5488;2
5981;0;5489;4
5982;1;5489;10
5983;2;5489;18
5984;0;5490;19
5985;1;5490;8
5986;2;5490;4
5987;0;5491;17
5988;1;5491;4
5989;2;5491;1
5990;0;5492;19
5991;1;5492;8
5992;2;5492;3
5993;0;5493;17
5994;1;5493;4
5995;2;5493;3
5996;0;5494;19
5997;1;5494;8
5998;2;5494;10
5999;0;5495;15
6000;1;5495;28
6001;2;5495;5
6002;0;5496;19
6003;1;5496;8
6004;2;5496;11
6005;0;5497;15
6006;1;5497;28
6007;2;5497;10
6008;0;5498;15
6009;1;5498;28
6010;2;5498;9
6011;0;5499;19
6012;1;5499;8
6013;2;5499;13
6014;0;5501;17
6015;1;5501;4
6016;2;5501;13
6017;0;5502;19
6018;1;5502;8
6019;2;5502;15
6020;0;5503;19
6021;1;5503;8
6022;2;5503;18
6023;0;5504;27
6024;1;5504;12
6025;2;5504;19
6026;0;5505;4
6027;1;5505;11
6028;2;5505;6
6029;0;5506;15
6030;1;5506;28
6031;2;5506;18
6032;0;5507;15
6033;1;5507;28
6034;2;5507;17
6035;0;5508;17
6036;1;5508;4
6037;2;5508;19
6038;0;5509;2
6039;1;5509;7
6040;2;5509;8
6041;0;5510;15
6042;1;5510;28
6043;2;5510;19
6044;0;5511;4
6045;1;5511;11
6046;2;5511;12
6047;0;5512;17
6048;1;5512;4
6049;2;5512;23
6050;0;5513;28
6051;1;5513;3
6052;2;5513;9
6053;0;5514;15
6054;1;5514;28
6055;2;5514;23
6056;0;5515;8
6057;1;5515;19
6058;2;5515;20
6059;0;5516;19
6060;1;5516;9
6061;2;5516;28
6062;0;5517;4
6063;1;5517;11
6064;2;5517;21
6065;0;5518;24
6066;1;5518;20
6067;2;5518;13
6068;0;5519;28
6069;1;5519;3
6070;2;5519;21
6071;0;5520;15
6072;1;5520;26
6073;2;5520;11
6074;0;5521;4
6075;1;5521;13
6076;2;5521;28
6077;0;5522;15
6078;1;5522;26
6079;2;5522;13
6080;0;5523;19
6081;1;5523;9
6082;2;5523;20
6083;0;5524;8
6084;1;5524;21
6085;2;5524;14
6086;0;5525;4
6087;1;5525;13
6088;2;5525;14
6089;0;5526;10
6090;1;5526;24
6091;2;5526;18
6092;0;5527;8
6093;1;5527;21
6094;2;5527;24
6095;0;5529;2
6096;1;5529;8
6097;2;5529;18
6098;0;5530;4
6099;1;5530;12
6100;2;5530;20
6101;0;5531;28
6102;1;5531;4
6103;2;5531;19
6104;0;5532;15
6105;1;5532;2
6106;2;5532;1
6107;0;5533;21
6108;1;5533;14
6109;2;5533;12
6110;0;5534;21
6111;1;5534;14
6112;2;5534;13
6113;0;5535;7
6114;1;5535;20
6115;2;5535;4
6116;0;5536;21
6117;1;5536;14
6118;2;5536;17
6119;0;5537;4
6120;1;5537;13
6121;2;5537;3
6122;0;5538;4
6123;1;5538;13
6124;2;5538;6
6125;0;5539;28
6126;1;5539;10
6127;2;5539;4
6128;0;5540;3
6129;1;5540;12
6130;2;5540;8
6131;0;5541;14
6132;1;5541;1
6133;2;5541;18
6134;0;5542;1
6135;1;5542;8
6136;2;5542;5
6137;0;5543;21
6138;1;5543;14
6139;2;5543;23
6140;0;5544;6
6141;1;5544;17
6142;2;5544;14
6143;0;5545;4
6144;1;5545;13
6145;2;5545;18
6146;0;5546;6
6147;1;5546;17
6148;2;5546;20
6149;0;5547;17
6150;1;5547;8
6151;2;5547;28
6152;0;5548;4
6153;1;5548;14
6154;2;5548;18
6155;0;5549;3
6156;1;5549;12
6157;2;5549;20
6158;0;5550;17
6159;1;5550;8
6160;2;5550;2
6161;0;5551;6
6162;1;5551;17
6163;2;5551;24
6164;0;5552;17
6165;1;5552;8
6166;2;5552;4
6167;0;5553;17
6168;1;5553;8
6169;2;5553;14
6170;0;5554;3
6171;1;5554;13
6172;2;5554;28
6173;0;5555;17
6174;1;5555;7
6175;2;5555;14
6176;0;5556;14
6177;1;5556;2
6178;2;5556;17
6179;0;5557;17
6180;1;5557;8
6181;2;5557;19
6182;0;5559;28
6183;1;5559;6
6184;2;5559;13
6185;0;5560;3
6186;1;5560;13
6187;2;5560;18
6188;0;5561;17
6189;1;5561;8
6190;2;5561;1
6191;0;5562;28
6192;1;5562;6
6193;2;5562;19
6194;0;5563;13
6195;1;5563;28
6196;2;5563;3
6197;0;5564;15
6198;1;5564;4
6199;2;5564;1
6200;0;5565;17
6201;1;5565;8
6202;2;5565;6
6203;0;5566;15
6204;1;5566;4
6205;2;5566;6
6206;0;5567;22
6207;1;5567;19
6208;2;5567;14
6209;0;5568;13
6210;1;5568;28
6211;2;5568;7
6212;0;5569;13
6213;1;5569;28
6214;2;5569;6
6215;0;5570;6
6216;1;5570;27
6217;2;5570;3
6218;0;5571;6
6219;1;5571;20
6220;2;5571;3
6221;0;5572;17
6222;1;5572;8
6223;2;5572;12
6224;0;5573;13
6225;1;5573;28
6226;2;5573;11
6227;0;5574;20
6228;1;5574;15
6229;2;5574;18
6230;0;5575;15
6231;1;5575;4
6232;2;5575;13
6233;0;5576;17
6234;1;5576;8
6235;2;5576;18
6236;0;5577;13
6237;1;5577;28
6238;2;5577;17
6239;0;5578;13
6240;1;5578;28
6241;2;5578;15
6242;0;5579;15
6243;1;5579;4
6244;2;5579;17
6245;0;5580;13
6246;1;5580;28
6247;2;5580;18
6248;0;5581;28
6249;1;5581;11
6250;2;5581;4
6251;0;5583;6
6252;1;5583;27
6253;2;5583;18
6254;0;5584;6
6255;1;5584;27
6256;2;5584;17
6257;0;5585;13
6258;1;5585;28
6259;2;5585;19
6260;0;5586;15
6261;1;5586;4
6262;2;5586;21
6263;0;5587;13
6264;1;5587;28
6265;2;5587;21
6266;0;5588;19
6267;1;5588;14
6268;2;5588;28
6269;0;5589;3
6270;1;5589;14
6271;2;5589;18
6272;0;5590;13
6273;1;5590;26
6274;2;5590;1
6275;0;5591;27
6276;1;5591;17
6277;2;5591;4
6278;0;5592;15
6279;1;5592;7
6280;2;5592;3
6281;0;5593;6
6282;1;5593;20
6283;2;5593;24
6284;0;5594;8
6285;1;5594;25
6286;2;5594;28
6287;0;5595;12
6288;1;5595;28
6289;2;5595;3
6290;0;5596;13
6291;1;5596;26
6292;2;5596;7
6293;0;5597;27
6294;1;5597;17
6295;2;5597;13
6296;0;5598;6
6297;1;5598;20
6298;2;5598;5
6299;0;5599;13
6300;1;5599;26
6301;2;5599;17
6302;0;5600;27
6303;1;5600;17
6304;2;5600;19
6305;0;5601;13
6306;1;5601;26
6307;2;5601;18
6308;0;5602;6
6309;1;5602;20
6310;2;5602;11
6311;0;5603;5
6312;1;5603;19
6313;2;5603;15
6314;0;5604;28
6315;1;5604;9
6316;2;5604;14
6317;0;5605;6
6318;1;5605;20
6319;2;5605;19
6320;0;5606;6
6321;1;5606;20
6322;2;5606;18
6323;0;5607;12
6324;1;5607;1
6325;2;5607;28
6326;0;5608;19
6327;1;5608;14
6328;2;5608;6
6329;0;5609;27
6330;1;5609;18
6331;2;5609;4
6332;0;5610;20
6333;1;5610;17
6334;2;5610;11
6335;0;5611;19
6336;1;5611;14
6337;2;5611;12
6338;0;5612;19
6339;1;5612;14
6340;2;5612;13
6341;0;5613;19
6342;1;5613;14
6343;2;5613;15
6344;0;5614;19
6345;1;5614;14
6346;2;5614;17
6347;0;5615;6
6348;1;5615;17
6349;2;5615;28
6350;0;5616;28
6351;1;5616;13
6352;2;5616;3
6353;0;5617;19
6354;1;5617;14
6355;2;5617;21
6356;0;5618;27
6357;1;5618;18
6358;2;5618;19
6359;0;5619;1
6360;1;5619;12
6361;2;5619;8
6362;0;5620;20
6363;1;5620;18
6364;2;5620;28
6365;0;5621;20
6366;1;5621;18
6367;2;5621;3
6368;0;5622;1
6369;1;5622;12
6370;2;5622;15
6371;0;5623;15
6372;1;5623;8
6373;2;5623;28
6374;0;5624;19
6375;1;5624;15
6376;2;5624;8
6377;0;5625;18
6378;1;5625;14
6379;2;5625;10
6380;0;5626;15
6381;1;5626;7
6382;2;5626;8
6383;0;5627;28
6384;1;5627;11
6385;2;5627;8
6386;0;5628;11
6387;1;5628;28
6388;2;5628;20
6389;0;5629;1
6390;1;5629;13
6391;2;5629;15
6392;0;5630;20
6393;1;5630;19
6394;2;5630;2
6395;0;5631;21
6396;1;5631;20
6397;2;5631;4
6398;0;5632;28
6399;1;5632;11
6400;2;5632;18
6401;0;5633;2
6402;1;5633;14
6403;2;5633;19
6404;0;5634;2
6405;1;5634;14
6406;2;5634;18
6407;0;5635;21
6408;1;5635;20
6409;2;5635;5
6410;0;5636;28
6411;1;5636;10
6412;2;5636;19
6413;0;5637;28
6414;1;5637;10
6415;2;5637;18
6416;0;5638;15
6417;1;5638;8
6418;2;5638;1
6419;0;5639;15
6420;1;5639;8
6421;2;5639;4
6422;0;5640;11
6423;1;5640;28
6424;2;5640;6
6425;0;5641;11
6426;1;5641;28
6427;2;5641;1
6428;0;5642;13
6429;1;5642;4
6430;2;5642;3
6431;0;5643;15
6432;1;5643;8
6433;2;5643;5
6434;0;5644;13
6435;1;5644;4
6436;2;5644;6
6437;0;5645;6
6438;1;5645;24
6439;2;5645;28
6440;0;5646;11
6441;1;5646;28
6442;2;5646;3
6443;0;5647;4
6444;1;5647;19
6445;2;5647;28
6446;0;5649;15
6447;1;5649;8
6448;2;5649;10
6449;0;5650;11
6450;1;5650;28
6451;2;5650;8
6452;0;5651;3
6453;1;5651;18
6454;2;5651;1
6455;0;5652;4
6456;1;5652;19
6457;2;5652;1
6458;0;5653;13
6459;1;5653;4
6460;2;5653;9
6461;0;5654;15
6462;1;5654;8
6463;2;5654;11
6464;0;5655;11
6465;1;5655;28
6466;2;5655;10
6467;0;5656;13
6468;1;5656;4
6469;2;5656;12
6470;0;5657;11
6471;1;5657;28
6472;2;5657;13
6473;0;5658;11
6474;1;5658;28
6475;2;5658;12
6476;0;5660;11
6477;1;5660;28
6478;2;5660;18
6479;0;5661;15
6480;1;5661;8
6481;2;5661;18
6482;0;5662;11
6483;1;5662;28
6484;2;5662;17
6485;0;5663;28
6486;1;5663;11
6487;2;5663;5
6488;0;5664;11
6489;1;5664;28
6490;2;5664;15
6491;0;5665;15
6492;1;5665;8
6493;2;5665;19
6494;0;5667;13
6495;1;5667;4
6496;2;5667;19
6497;0;5668;15
6498;1;5668;8
6499;2;5668;21
6500;0;5669;28
6501;1;5669;11
6502;2;5669;10
6503;0;5670;11
6504;1;5670;28
6505;2;5670;19
6506;0;5671;13
6507;1;5671;4
6508;2;5671;21
6509;0;5672;11
6510;1;5672;28
6511;2;5672;21
6512;0;5673;28
6513;1;5673;11
6514;2;5673;15
6515;0;5674;17
6516;1;5674;14
6517;2;5674;1
6518;0;5675;27
6519;1;5675;21
6520;2;5675;4
6521;0;5676;19
6522;1;5676;17
6523;2;5676;4
6524;0;5677;28
6525;1;5677;11
6526;2;5677;19
6527;0;5678;21
6528;1;5678;17
6529;2;5678;28
6530;0;5679;18
6531;1;5679;16
6532;2;5679;11
6533;0;5680;28
6534;1;5680;12
6535;2;5680;24
6536;0;5681;11
6537;1;5681;26
6538;2;5681;6
6539;0;5682;4
6540;1;5682;21
6541;2;5682;28
6542;0;5683;19
6543;1;5683;17
6544;2;5683;15
6545;0;5684;11
6546;1;5684;26
6547;2;5684;10
6548;0;5685;19
6549;1;5685;17
6550;2;5685;14
6551;0;5686;11
6552;1;5686;26
6553;2;5686;13
6554;0;5687;3
6555;1;5687;19
6556;2;5687;7
6557;0;5688;4
6558;1;5688;21
6559;2;5688;8
6560;0;5689;11
6561;1;5689;26
6562;2;5689;17
6563;0;5690;11
6564;1;5690;26
6565;2;5690;18
6566;0;5691;28
6567;1;5691;13
6568;2;5691;8
6569;0;5692;6
6570;1;5692;24
6571;2;5692;18
6572;0;5693;3
6573;1;5693;19
6574;2;5693;20
6575;0;5694;28
6576;1;5694;12
6577;2;5694;19
6578;0;5695;4
6579;1;5695;21
6580;2;5695;24
6581;0;5696;17
6582;1;5696;14
6583;2;5696;4
6584;0;5697;17
6585;1;5697;14
6586;2;5697;3
6587;0;5698;17
6588;1;5698;14
6589;2;5698;10
6590;0;5699;11
6591;1;5699;2
6592;2;5699;3
6593;0;5700;28
6594;1;5700;18
6595;2;5700;28
6596;0;5701;13
6597;1;5701;6
6598;2;5701;14
6599;0;5702;17
6600;1;5702;14
6601;2;5702;18
6602;0;5703;28
6603;1;5703;17
6604;2;5703;4
6605;0;5704;28
6606;1;5704;13
6607;2;5704;4
6608;0;5706;17
6609;1;5706;14
6610;2;5706;21
6611;0;5707;28
6612;1;5707;17
6613;2;5707;7
6614;0;5708;19
6615;1;5708;20
6616;2;5708;28
6617;0;5709;19
6618;1;5709;27
6619;2;5709;5
6620;0;5710;2
6621;1;5710;17
6622;2;5710;20
6623;0;5711;19
6624;1;5711;27
6625;2;5711;9
6626;0;5712;11
6627;1;5712;4
6628;2;5712;28
6629;0;5713;13
6630;1;5713;8
6631;2;5713;2
6632;0;5714;9
6633;1;5714;28
6634;2;5714;2
6635;0;5715;19
6636;1;5715;27
6637;2;5715;17
6638;0;5716;15
6639;1;5716;11
6640;2;5716;8
6641;0;5717;19
6642;1;5717;27
6643;2;5717;18
6644;0;5718;11
6645;1;5718;4
6646;2;5718;14
6647;0;5719;28
6648;1;5719;18
6649;2;5719;4
6650;0;5720;13
6651;1;5720;8
6652;2;5720;18
6653;0;5721;9
6654;1;5721;28
6655;2;5721;13
6656;0;5722;1
6657;1;5722;17
6658;2;5722;11
6659;0;5723;9
6660;1;5723;28
6661;2;5723;24
6662;0;5724;1
6663;1;5724;17
6664;2;5724;19
6665;0;5725;19
6666;1;5725;20
6667;2;5725;4
6668;0;5726;19
6669;1;5726;20
6670;2;5726;3
6671;0;5727;19
6672;1;5727;20
6673;2;5727;5
6674;0;5728;13
6675;1;5728;8
6676;2;5728;3
6677;0;5729;25
6678;1;5729;28
6679;2;5729;17
6680;0;5730;11
6681;1;5730;4
6682;2;5730;6
6683;0;5731;4
6684;1;5731;24
6685;2;5731;28
6686;0;5732;19
6687;1;5732;20
6688;2;5732;13
6689;0;5733;9
6690;1;5733;28
6691;2;5733;6
6692;0;5734;13
6693;1;5734;8
6694;2;5734;10
6695;0;5735;19
6696;1;5735;20
6697;2;5735;18
6698;0;5736;9
6699;1;5736;28
6700;2;5736;7
6701;0;5737;11
6702;1;5737;4
6703;2;5737;9
6704;0;5738;19
6705;1;5738;20
6706;2;5738;17
6707;0;5739;11
6708;1;5739;4
6709;2;5739;12
6710;0;5740;1
6711;1;5740;18
6712;2;5740;3
6713;0;5741;9
6714;1;5741;28
6715;2;5741;12
6716;0;5742;11
6717;1;5742;4
6718;2;5742;13
6719;0;5743;13
6720;1;5743;8
6721;2;5743;15
6722;0;5744;11
6723;1;5744;4
6724;2;5744;17
6725;0;5745;13
6726;1;5745;8
6727;2;5745;19
6728;0;5746;9
6729;1;5746;28
6730;2;5746;18
6731;0;5747;11
6732;1;5747;4
6733;2;5747;20
6734;0;5748;11
6735;1;5748;4
6736;2;5748;19
6737;0;5749;11
6738;1;5749;4
6739;2;5749;21
6740;0;5750;13
6741;1;5750;8
6742;2;5750;23
6743;0;5751;11
6744;1;5751;4
6745;2;5751;23
6746;0;5752;1
6747;1;5752;18
6748;2;5752;19
6749;0;5753;19
6750;1;5753;17
6751;2;5753;26
6752;0;5754;4
6753;1;5754;25
6754;2;5754;28
6755;0;5755;28
6756;1;5755;17
6757;2;5755;13
6758;0;5756;12
6759;1;5756;7
6760;2;5756;25
6761;0;5757;1
6762;1;5757;19
6763;2;5757;20
6764;0;5758;24
6765;1;5758;28
6766;2;5758;13
6767;0;5759;15
6768;1;5759;14
6769;2;5759;6
6770;0;5760;28
6771;1;5760;17
6772;2;5760;27
6773;0;5761;15
6774;1;5761;14
6775;2;5761;11
6776;0;5762;15
6777;1;5762;14
6778;2;5762;18
6779;0;5763;28
6780;1;5763;17
6781;2;5763;3
6782;0;5764;28
6783;1;5764;17
6784;2;5764;6
6785;0;5765;15
6786;1;5765;14
6787;2;5765;19
6788;0;5766;28
6789;1;5766;17
6790;2;5766;10
6791;0;5767;28
6792;1;5767;17
6793;2;5767;12
6794;0;5768;17
6795;1;5768;27
6796;2;5768;3
6797;0;5769;28
6798;1;5769;17
6799;2;5769;15
6800;0;5770;17
6801;1;5770;20
6802;2;5770;3
6803;0;5771;17
6804;1;5771;27
6805;2;5771;6
6806;0;5772;11
6807;1;5772;8
6808;2;5772;28
6809;0;5773;28
6810;1;5773;17
6811;2;5773;19
